domain,company,keyword,sector,description,score,risk
telus-refund-interac.services,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-refundmobile.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telusreview-secured.info,Telus,telus,telecom,"Phishing site impersonating Telus",80,high
telusreview-secured.site,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-safe-funds.info,Telus,telus,telecom,"Phishing site impersonating Telus",65,high
telus-safety-center.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-secure-acess.com,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-secure-acess.net,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-secure.com,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-secure-form.com,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-secure-funds.com,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-secure-funds.net,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-securemobility.com,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-secure.net,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-secure.online,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-securepayment.info,Telus,telus,telecom,"Phishing site impersonating Telus",80,high
telus-securepayments.info,Telus,telus,telecom,"Phishing site impersonating Telus",80,high
telus.security,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-security.ca,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-security-center.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-security.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-secverify.com,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-service.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-services.de,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-servicesitelus.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-services.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-signin.online,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-spaceclient.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-summary.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-support.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-support.info,Telus,telus,telecom,"Phishing site impersonating Telus",65,high
telus-support.net,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-support.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-support.pro,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-support-recapcha.info,Telus,telus,telecom,"Phishing site impersonating Telus",65,high
telus-surcharge-centre.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-team.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-tech-support.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-tele-com.online,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-update-account.com,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-vendor-portal.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-verification-85812834.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-verification.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-verify.com,Telus,telus,telecom,"Phishing site impersonating Telus",55,medium
telus-web.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-webmail.com,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus.website,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
telus-wireless.website,Telus,telus,telecom,"Phishing site impersonating Telus",40,medium
verify-shawidcable-enhanced-8291.com,Shaw Communications,shaw,telecom,"Phishing site impersonating Shaw Communications",55,medium
videotron-courrielwebiwcstaticmain.online,Videotron,videotron,telecom,"Phishing site impersonating Videotron",40,medium
videotron-courrier.online,Videotron,videotron,telecom,"Phishing site impersonating Videotron",40,medium
videotron-digital-jakarta.site,Videotron,videotron,telecom,"Phishing site impersonating Videotron",40,medium
videotron-mobile.com,Videotron,videotron,telecom,"Phishing site impersonating Videotron",40,medium
videotron-notice.com,Videotron,videotron,telecom,"Phishing site impersonating Videotron",40,medium
videotron.online,Videotron,videotron,telecom,"Phishing site impersonating Videotron",40,medium
videotron-paiement-client.mobi,Videotron,videotron,telecom,"Phishing site impersonating Videotron",40,medium
videotron-rental-jakarta.online,Videotron,videotron,telecom,"Phishing site impersonating Videotron",40,medium
videotron-reset.xyz,Videotron,videotron,telecom,"Phishing site impersonating Videotron",65,high
videotron.support,Videotron,videotron,telecom,"Phishing site impersonating Videotron",40,medium
videotron-support.com,Videotron,videotron,telecom,"Phishing site impersonating Videotron",40,medium
videotron-technoled.online,Videotron,videotron,telecom,"Phishing site impersonating Videotron",40,medium
videotron.website,Videotron,videotron,telecom,"Phishing site impersonating Videotron",40,medium
wightman.online,Wightman Telecom,wightman,telecom,"Phishing site impersonating Wightman Telecom",40,medium
xplornet.online,Xplornet,xplornet,telecom,"Phishing site impersonating Xplornet",40,medium
xplornet-online.com,Xplornet,xplornet,telecom,"Phishing site impersonating Xplornet",40,medium
